Date,High,Low,Open,Close,Volume,Adj Close
2017-09-04,16.847000122070312,14.300299644470215,15.82390022277832,16.583200454711914,218190000.0,16.583200454711914
2017-09-05,19.02199935913086,16.58650016784668,16.58650016784668,19.02199935913086,228007008.0,19.02199935913086
2017-09-06,19.008699417114258,17.635400772094727,19.008699417114258,17.807600021362305,187200992.0,17.807600021362305
2017-09-07,18.085800170898438,14.704400062561035,17.8572998046875,15.199000358581543,269884000.0,15.199000358581543
2017-09-08,15.680299758911133,14.571900367736816,15.142499923706055,14.89169979095459,131722000.0,14.89169979095459
2017-09-09,14.856499671936035,12.433799743652344,14.839300155639648,13.663000106811523,210528000.0,13.663000106811523
2017-09-10,14.833499908447266,13.53339958190918,13.622300148010254,14.607199668884277,142588000.0,14.607199668884277
2017-09-11,15.64780044555664,14.284799575805664,14.66670036315918,14.443099975585938,167338000.0,14.443099975585938
2017-09-12,14.450200080871582,13.671699523925781,14.450200080871582,14.11240005493164,103257000.0,14.11240005493164
2017-09-13,14.238699913024902,9.000320434570312,14.04580020904541,9.129730224609375,220330000.0,9.129730224609375
2017-09-14,11.20479965209961,7.673059940338135,9.092109680175781,10.238200187683105,434920992.0,10.238200187683105
2017-09-15,11.1899995803833,9.620570182800293,10.242400169372559,9.92510986328125,146996000.0,9.92510986328125
2017-09-16,10.211400032043457,9.459580421447754,9.919659614562988,10.023699760437012,55522700.0,10.023699760437012
2017-09-17,11.812100410461426,10.01259994506836,10.01259994506836,11.791399955749512,117958000.0,11.791399955749512
2017-09-18,11.934700012207031,11.125900268554688,11.833900451660156,11.476200103759766,69938096.0,11.476200103759766
2017-09-19,11.564200401306152,11.182999610900879,11.435700416564941,11.249899864196777,41369200.0,11.249899864196777
2017-09-20,11.237099647521973,10.017600059509277,11.20829963684082,10.074600219726562,39347200.0,10.074600219726562
2017-09-21,10.530500411987305,9.925729751586914,10.1003999710083,10.261199951171875,31855800.0,10.261199951171875
2017-09-22,10.768400192260742,10.120800018310547,10.212599754333496,10.611599922180176,27727300.0,10.611599922180176
2017-09-23,10.704999923706055,10.352800369262695,10.606100082397461,10.439200401306152,21480300.0,10.439200401306152
2017-09-24,10.982600212097168,10.40939998626709,10.40939998626709,10.860699653625488,34197100.0,10.860699653625488
2017-09-25,11.964699745178223,10.709500312805176,10.865599632263184,11.241999626159668,84319600.0,11.241999626159668
2017-09-26,12.860199928283691,11.196000099182129,11.231900215148926,12.654000282287598,119565000.0,12.654000282287598
2017-09-27,13.677499771118164,12.27280044555664,12.627799987792969,12.733099937438965,175932000.0,12.733099937438965
2017-09-28,13.253100395202637,12.036999702453613,12.767800331115723,12.517999649047852,123657000.0,12.517999649047852
2017-09-29,13.147199630737305,12.507399559020996,12.507399559020996,12.98490047454834,81530800.0,12.98490047454834
2017-09-30,13.014699935913086,12.625100135803223,12.982000350952148,12.741700172424316,44133200.0,12.741700172424316
2017-10-01,12.865900039672852,12.377099990844727,12.742600440979004,12.437000274658203,36422500.0,12.437000274658203
2017-10-02,12.491499900817871,11.766500473022461,12.470600128173828,12.406200408935547,38300200.0,12.406200408935547
2017-10-03,12.398900032043457,11.945899963378906,12.382699966430664,11.97029972076416,23010900.0,11.97029972076416
2017-10-04,12.047599792480469,11.615900039672852,11.966300010681152,11.948100090026855,26552900.0,11.948100090026855
2017-10-05,12.399999618530273,11.94320011138916,11.944899559020996,12.337900161743164,30320700.0,12.337900161743164
2017-10-06,12.319999694824219,12.089699745178223,12.31820011138916,12.275699615478516,18414400.0,12.275699615478516
2017-10-07,12.44629955291748,12.103400230407715,12.275199890136719,12.124099731445312,32447800.0,12.124099731445312
