Date,High,Low,Open,Close,Volume,Adj Close
2017-09-04,23.854799270629883,18.927200317382812,21.877300262451172,22.797399520874023,91402304.0,22.797399520874023
2017-09-05,24.318500518798828,20.3031005859375,22.96649932861328,21.357200622558594,77746304.0,21.357200622558594
2017-09-06,33.55289840698242,20.537200927734375,21.302099227905273,30.783100128173828,214000992.0,30.783100128173828
2017-09-07,30.592599868774414,22.40570068359375,30.592599868774414,24.86240005493164,112252000.0,24.86240005493164
2017-09-08,24.63159942626953,21.549100875854492,24.63159942626953,21.957799911499023,47199500.0,21.957799911499023
2017-09-09,23.637100219726562,19.372699737548828,21.763599395751953,22.747400283813477,54002500.0,22.747400283813477
2017-09-10,23.971799850463867,21.704999923706055,22.675800323486328,21.87660026550293,27835300.0,21.87660026550293
2017-09-11,23.597200393676758,19.855899810791016,21.87179946899414,20.97279930114746,40702300.0,20.97279930114746
2017-09-12,21.287599563598633,17.79990005493164,20.82900047302246,20.06130027770996,37258400.0,20.06130027770996
2017-09-13,20.749900817871094,14.945699691772461,20.083599090576172,15.694000244140625,42221500.0,15.694000244140625
2017-09-14,19.115699768066406,13.322699546813965,15.812199592590332,18.739200592041016,50811700.0,18.739200592041016
2017-09-15,22.983800888061523,18.497800827026367,18.745800018310547,20.759300231933594,50210000.0,20.759300231933594
2017-09-16,20.6382999420166,18.35689926147461,20.6382999420166,19.859399795532227,18695100.0,19.859399795532227
2017-09-17,21.383100509643555,19.542400360107422,19.91160011291504,21.22369956970215,27647600.0,21.22369956970215
2017-09-18,21.70509910583496,19.036399841308594,20.988399505615234,19.941600799560547,30451900.0,19.941600799560547
2017-09-19,20.465999603271484,19.69379997253418,19.90019989013672,19.7455997467041,14058200.0,19.7455997467041
2017-09-20,19.82029914855957,16.752700805664062,19.650299072265625,17.447200775146484,21587400.0,17.447200775146484
2017-09-21,19.319700241088867,16.981399536132812,17.39310073852539,18.68670082092285,22480200.0,18.68670082092285
2017-09-22,20.592500686645508,18.30120086669922,18.58169937133789,20.18160057067871,17216800.0,20.18160057067871
2017-09-23,20.42690086364746,19.28420066833496,20.173200607299805,19.78700065612793,11967200.0,19.78700065612793
2017-09-24,27.084699630737305,19.797800064086914,19.797800064086914,26.017900466918945,81225504.0,26.017900466918945
2017-09-25,27.302900314331055,24.461200714111328,26.119800567626953,26.376300811767578,65868600.0,26.376300811767578
2017-09-26,34.0275993347168,26.32080078125,26.32080078125,31.79319953918457,163163008.0,31.79319953918457
2017-09-27,32.69459915161133,27.68320083618164,31.78350067138672,29.763200759887695,101195000.0,29.763200759887695
2017-09-28,30.40679931640625,26.131000518798828,30.250499725341797,28.636899948120117,72558304.0,28.636899948120117
2017-09-29,34.24150085449219,28.454599380493164,28.59000015258789,34.21480178833008,82181600.0,34.21480178833008
2017-09-30,35.82659912109375,31.817800521850586,34.11759948730469,35.72019958496094,72169504.0,35.72019958496094
2017-10-01,39.005699157714844,34.90169906616211,35.70330047607422,36.74100112915039,116098000.0,36.74100112915039
2017-10-02,36.7869987487793,32.0077018737793,36.65060043334961,33.60689926147461,74199600.0,33.60689926147461
2017-10-03,35.03099822998047,30.09119987487793,33.787899017333984,31.158199310302734,60565900.0,31.158199310302734
2017-10-04,33.31129837036133,28.982900619506836,31.213600158691406,32.275901794433594,66785000.0,32.275901794433594
2017-10-05,34.31850051879883,32.22740173339844,32.50120162963867,33.517601013183594,47267100.0,33.517601013183594
2017-10-06,36.151798248291016,33.295799255371094,33.540000915527344,36.13909912109375,48058800.0,36.13909912109375
2017-10-07,37.22520065307617,31.00749969482422,35.63629913330078,32.06570053100586,107725000.0,32.06570053100586
2017-10-08,32.78860092163086,26.775100708007812,32.03609848022461,29.101200103759766,98290304.0,29.101200103759766
2017-10-09,31.204299926757812,28.069499969482422,29.145299911499023,29.308300018310547,48223600.0,29.308300018310547
2017-10-10,31.226600646972656,29.2987003326416,29.2987003326416,29.96109962463379,33627700.0,29.96109962463379
2017-10-11,30.357999801635742,27.611400604248047,30.010499954223633,28.179899215698242,61080400.0,28.179899215698242
2017-10-12,29.86750030517578,26.449100494384766,27.853200912475586,29.351600646972656,81365000.0,29.351600646972656
2017-10-13,29.44849967956543,27.646900177001953,29.319599151611328,27.800100326538086,33551100.0,27.800100326538086
2017-10-14,28.469499588012695,26.90850067138672,27.64889907836914,27.731800079345703,31189200.0,27.731800079345703
2017-10-15,29.07040023803711,26.96179962158203,27.761499404907227,28.52739906311035,34713200.0,28.52739906311035
2017-10-16,32.553001403808594,27.81329917907715,28.501699447631836,31.398700714111328,74210000.0,31.398700714111328
2017-10-17,31.783199310302734,28.438400268554688,31.663799285888672,29.67099952697754,49659700.0,29.67099952697754
2017-10-18,29.9591007232666,28.483600616455078,29.659500122070312,28.660400390625,30401400.0,28.660400390625
2017-10-19,29.495800018310547,27.73069953918457,28.677600860595703,27.751699447631836,36933700.0,27.751699447631836
2017-10-20,28.27669906616211,26.036399841308594,27.75670051574707,27.126300811767578,34058900.0,27.126300811767578
2017-10-21,29.48110008239746,27.102699279785156,27.150100708007812,28.79129981994629,36184100.0,28.79129981994629
2017-10-22,28.654399871826172,26.425800323486328,28.49220085144043,27.51110076904297,28154800.0,27.51110076904297
2017-10-23,32.71699905395508,26.72640037536621,27.34469985961914,30.14929962158203,78225600.0,30.14929962158203
2017-10-24,30.111900329589844,28.543500900268555,30.111900329589844,28.543500900268555,35558400.0,28.543500900268555
2017-10-25,29.392799377441406,28.055299758911133,28.47909927368164,28.327499389648438,35987900.0,28.327499389648438
2017-10-26,28.87689971923828,28.102100372314453,28.326900482177734,28.756399154663086,28919000.0,28.756399154663086
2017-10-27,28.99180030822754,27.172399520874023,28.86009979248047,27.35140037536621,25368200.0,27.35140037536621
2017-10-28,28.61210060119629,27.204500198364258,27.204500198364258,27.762399673461914,29736500.0,27.762399673461914
2017-10-30,29.49340057373047,27.71109962463379,27.717199325561523,28.785200119018555,30968500.0,28.785200119018555
2017-10-31,30.438899993896484,28.470800399780273,28.690500259399414,28.470800399780273,61688400.0,28.470800399780273
2017-11-01,28.436199188232422,26.682199478149414,28.380699157714844,26.86280059814453,49782800.0,26.86280059814453
2017-11-02,26.749500274658203,22.888700485229492,26.749500274658203,24.502700805664062,74455200.0,24.502700805664062
2017-11-03,26.904600143432617,24.38789939880371,24.59939956665039,26.82040023803711,40142100.0,26.82040023803711
2017-11-04,27.737199783325195,25.94219970703125,26.76889991760254,26.48780059814453,31870600.0,26.48780059814453
2017-11-05,26.718299865722656,25.79490089416504,26.478300094604492,26.38050079345703,25229700.0,26.38050079345703
2017-11-06,26.810300827026367,25.948699951171875,26.47330093383789,26.315799713134766,26798400.0,26.315799713134766
2017-11-07,26.520599365234375,25.616600036621094,26.25550079345703,26.226900100708008,40146900.0,26.226900100708008
