Date,High,Low,Open,Close,Volume,Adj Close
2019-02-01,90.30000305175781,90.30000305175781,90.30000305175781,90.30000305175781,0.0,90.30000305175781
2019-02-04,89.5999984741211,89.5999984741211,89.5999984741211,89.5999984741211,0.0,89.5999984741211
2019-02-05,89.54000091552734,89.54000091552734,89.54000091552734,89.54000091552734,0.0,89.54000091552734
2019-02-06,87.87999725341797,87.87999725341797,87.87999725341797,87.87999725341797,0.0,87.87999725341797
2019-02-07,87.7300033569336,87.7300033569336,87.7300033569336,87.7300033569336,0.0,87.7300033569336
2019-02-08,95.66000366210938,95.66000366210938,95.66000366210938,95.66000366210938,0.0,95.66000366210938
2019-02-11,95.12999725341797,95.12999725341797,95.12999725341797,95.12999725341797,0.0,95.12999725341797
2019-02-12,95.6500015258789,95.6500015258789,95.6500015258789,95.6500015258789,0.0,95.6500015258789
2019-02-13,95.02999877929688,95.02999877929688,95.02999877929688,95.02999877929688,0.0,95.02999877929688
2019-02-14,94.29000091552734,94.29000091552734,94.29000091552734,94.29000091552734,0.0,94.29000091552734
2019-02-15,94.69000244140625,94.69000244140625,94.69000244140625,94.69000244140625,0.0,94.69000244140625
2019-02-19,104.69999694824219,104.69999694824219,104.69999694824219,104.69999694824219,0.0,104.69999694824219
2019-02-20,106.91999816894531,106.91999816894531,106.91999816894531,106.91999816894531,0.0,106.91999816894531
2019-02-21,104.80000305175781,104.80000305175781,104.80000305175781,104.80000305175781,0.0,104.80000305175781
2019-02-22,106.33000183105469,106.33000183105469,106.33000183105469,106.33000183105469,0.0,106.33000183105469
2019-02-25,103.05000305175781,103.05000305175781,103.05000305175781,103.05000305175781,0.0,103.05000305175781
2019-02-26,102.12000274658203,102.12000274658203,102.12000274658203,102.12000274658203,0.0,102.12000274658203
2019-02-27,101.5999984741211,101.5999984741211,101.5999984741211,101.5999984741211,0.0,101.5999984741211
2019-02-28,101.77999877929688,101.77999877929688,101.77999877929688,101.77999877929688,0.0,101.77999877929688
2019-03-01,102.16999816894531,102.16999816894531,102.16999816894531,102.16999816894531,0.0,102.16999816894531
2019-03-04,98.63999938964844,98.63999938964844,98.63999938964844,98.63999938964844,0.0,98.63999938964844
2019-03-05,103.55000305175781,103.55000305175781,103.55000305175781,103.55000305175781,0.0,103.55000305175781
2019-03-06,103.9000015258789,103.9000015258789,103.9000015258789,103.9000015258789,0.0,103.9000015258789
2019-03-07,104.19000244140625,104.19000244140625,104.19000244140625,104.19000244140625,0.0,104.19000244140625
2019-03-08,103.36000061035156,103.36000061035156,103.36000061035156,103.36000061035156,0.0,103.36000061035156
2019-03-11,103.91999816894531,103.91999816894531,103.91999816894531,103.91999816894531,0.0,103.91999816894531
2019-03-12,104.68000030517578,104.68000030517578,104.68000030517578,104.68000030517578,0.0,104.68000030517578
2019-03-13,104.63999938964844,104.63999938964844,104.63999938964844,104.63999938964844,0.0,104.63999938964844
2019-03-14,105.19000244140625,105.19000244140625,105.19000244140625,105.19000244140625,0.0,105.19000244140625
2019-03-15,106.76000213623047,106.76000213623047,106.76000213623047,106.76000213623047,0.0,106.76000213623047
2019-03-18,108.62000274658203,108.62000274658203,108.62000274658203,108.62000274658203,0.0,108.62000274658203
2019-03-19,109.56999969482422,109.56999969482422,109.56999969482422,109.56999969482422,0.0,109.56999969482422
2019-03-20,109.58000183105469,108.58999633789062,108.7300033569336,109.44000244140625,0.0,109.44000244140625
2019-03-21,110.3499984741211,106.98999786376953,110.04000091552734,108.08000183105469,0.0,108.08000183105469
2019-03-22,109.29000091552734,107.80000305175781,108.08000183105469,108.44999694824219,0.0,108.44999694824219
2019-03-25,108.95999908447266,105.7300033569336,108.66000366210938,106.30999755859375,0.0,106.30999755859375
2019-03-26,107.11000061035156,105.69999694824219,106.93000030517578,106.70999908447266,0.0,106.70999908447266
2019-03-27,110.79000091552734,107.13999938964844,107.33999633789062,110.44999694824219,0.0,110.44999694824219
2019-03-28,111.16999816894531,110.1500015258789,111.12000274658203,110.55999755859375,0.0,110.55999755859375
2019-03-29,111.44999694824219,109.58999633789062,110.48999786376953,111.05000305175781,0.0,111.05000305175781
2019-04-01,113.27999877929688,111.5,111.80999755859375,112.9800033569336,0.0,112.9800033569336
2019-04-02,129.05999755859375,113.05000305175781,113.05999755859375,128.6699981689453,0.0,128.6699981689453
2019-04-03,143.7899932861328,128.66000366210938,128.8800048828125,143.7899932861328,0.0,143.7899932861328
2019-04-04,144.32000732421875,129.6300048828125,143.85000610351562,130.69000244140625,0.0,130.69000244140625
2019-04-05,137.4499969482422,131.67999267578125,132.19000244140625,136.35000610351562,0.0,136.35000610351562
2019-04-08,144.42999267578125,138.47999572753906,140.41000366210938,141.88999938964844,0.0,141.88999938964844
2019-04-09,142.75,138.58999633789062,141.89999389648438,140.35000610351562,0.0,140.35000610351562
2019-04-10,144.83999633789062,139.35000610351562,140.39999389648438,142.25,0.0,142.25
2019-04-11,142.6300048828125,131.32000732421875,141.82000732421875,133.19000244140625,0.0,133.19000244140625
2019-04-12,134.64999389648438,130.0800018310547,133.16000366210938,133.1199951171875,0.0,133.1199951171875
2019-04-15,137.24000549316406,131.82000732421875,134.8699951171875,132.3699951171875,0.0,132.3699951171875
2019-04-16,136.8300018310547,132.42999267578125,132.6300048828125,136.36000061035156,0.0,136.36000061035156
2019-04-17,138.07000732421875,135.97000122070312,136.77999877929688,137.3300018310547,0.0,137.3300018310547
2019-04-18,139.88999938964844,136.92999267578125,137.5,139.8699951171875,0.0,139.8699951171875
2019-04-22,139.8000030517578,136.42999267578125,136.52999877929688,139.22000122070312,0.0,139.22000122070312
2019-04-23,143.3699951171875,138.8800048828125,139.38999938964844,142.13999938964844,0.0,142.13999938964844
2019-04-24,142.25999450683594,134.66000366210938,142.14999389648438,136.4499969482422,0.0,136.4499969482422
2019-04-25,138.3000030517578,135.57000732421875,136.16000366210938,138.0800018310547,0.0,138.0800018310547
2019-04-26,137.86000061035156,128.83999633789062,137.86000061035156,130.80999755859375,0.0,130.80999755859375
2019-04-29,132.47000122070312,129.08999633789062,131.27000427246094,129.69000244140625,0.0,129.69000244140625
2019-04-30,133.6999969482422,129.1199951171875,129.72000122070312,133.11000061035156,0.0,133.11000061035156
2019-05-01,135.35000610351562,133.32000732421875,133.3300018310547,134.36000061035156,0.0,134.36000061035156
2019-05-02,136.8800048828125,134.02999877929688,134.1300048828125,136.55999755859375,0.0,136.55999755859375
2019-05-03,144.27000427246094,136.0500030517578,136.63999938964844,142.61000061035156,0.0,142.61000061035156
2019-05-06,142.44000244140625,137.41000366210938,141.27000427246094,141.49000549316406,0.0,141.49000549316406
2019-05-07,145.72999572753906,140.94000244140625,141.27999877929688,143.24000549316406,0.0,143.24000549316406
2019-05-08,144.5,140.0,143.38999938964844,143.39999389648438,0.0,143.39999389648438
2019-05-09,145.9600067138672,143.25999450683594,143.2899932861328,144.69000244140625,0.0,144.69000244140625
2019-05-10,150.88999938964844,144.9600067138672,144.9600067138672,148.5399932861328,0.0,148.5399932861328
2019-05-13,180.3699951171875,161.02000427246094,164.9499969482422,179.1300048828125,0.0,179.1300048828125
2019-05-14,190.77000427246094,175.85000610351562,181.14999389648438,180.39999389648438,0.0,180.39999389648438
2019-05-15,196.5800018310547,180.9600067138672,180.9600067138672,195.16000366210938,0.0,195.16000366210938
2019-05-16,205.32000732421875,189.02999877929688,195.05999755859375,189.0500030517578,0.0,189.0500030517578
2019-05-17,194.97000122070312,171.47999572753906,193.22000122070312,174.1999969482422,0.0,174.1999969482422
2019-05-20,199.85000610351562,185.05999755859375,195.66000366210938,193.24000549316406,0.0,193.24000549316406
2019-05-21,196.1699981689453,189.25,194.13999938964844,196.10000610351562,0.0,196.10000610351562
2019-05-22,195.27000427246094,189.00999450683594,194.8000030517578,189.61000061035156,0.0,189.61000061035156
2019-05-23,189.0399932861328,181.1199951171875,188.89999389648438,189.02000427246094,0.0,189.02000427246094
2019-05-24,196.8300018310547,188.27000427246094,188.89999389648438,195.9499969482422,0.0,195.9499969482422
2019-05-28,214.0500030517578,209.00999450683594,210.97999572753906,212.30999755859375,0.0,212.30999755859375
2019-05-29,214.9600067138672,205.7100067138672,212.16000366210938,212.86000061035156,0.0,212.86000061035156
2019-05-30,222.41000366210938,208.3300018310547,213.41000366210938,208.50999450683594,0.0,208.50999450683594
2019-05-31,208.92999267578125,199.36000061035156,201.30999755859375,208.92999267578125,0.0,208.92999267578125
2019-06-03,214.67999267578125,206.52000427246094,213.2899932861328,210.5800018310547,0.0,210.5800018310547
2019-06-04,209.32000732421875,187.74000549316406,209.25,189.6199951171875,0.0,189.6199951171875
2019-06-05,194.47000122070312,186.05999755859375,188.82000732421875,190.91000366210938,0.0,190.91000366210938
2019-06-06,195.19000244140625,186.52000427246094,190.6999969482422,190.6300048828125,0.0,190.6300048828125
2019-06-07,201.2100067138672,191.32000732421875,191.5399932861328,196.47999572753906,0.0,196.47999572753906
2019-06-10,197.07000732421875,185.55999755859375,189.14999389648438,195.19000244140625,0.0,195.19000244140625
2019-06-11,197.72000122070312,191.32000732421875,195.0800018310547,196.0,0.0,196.0
2019-06-12,202.49000549316406,194.25,196.22000122070312,200.17999267578125,0.0,200.17999267578125
2019-06-13,204.3000030517578,200.47999572753906,200.83999633789062,203.82000732421875,0.0,203.82000732421875
2019-06-14,205.80999755859375,201.13999938964844,204.44000244140625,205.80999755859375,0.0,205.80999755859375
2019-06-17,224.3000030517578,216.8699951171875,217.1699981689453,222.82000732421875,0.0,222.82000732421875
2019-06-18,225.2100067138672,215.9499969482422,222.9199981689453,218.6300048828125,0.0,218.6300048828125
2019-06-19,220.61000061035156,215.97000122070312,218.14999389648438,219.9499969482422,0.0,219.9499969482422
2019-06-20,225.7899932861328,219.77999877929688,219.82000732421875,225.7899932861328,0.0,225.7899932861328
2019-06-21,234.44000244140625,224.47999572753906,225.8699951171875,234.33999633789062,0.0,234.33999633789062
2019-06-24,260.2699890136719,246.6699981689453,259.1400146484375,251.6199951171875,0.0,251.6199951171875
2019-06-25,262.1000061035156,252.35000610351562,252.35000610351562,259.3900146484375,0.0,259.3900146484375
2019-06-26,300.82000732421875,260.3599853515625,260.3599853515625,282.29998779296875,0.0,282.29998779296875
2019-06-27,290.6199951171875,234.0399932861328,274.1099853515625,238.77999877929688,0.0,238.77999877929688
2019-06-28,269.6499938964844,239.27999877929688,239.27999877929688,267.5299987792969,0.0,267.5299987792969
2019-07-01,253.88999938964844,228.17999267578125,253.88999938964844,237.13999938964844,0.0,237.13999938964844
2019-07-02,242.6999969482422,221.17999267578125,236.91000366210938,239.38999938964844,0.0,239.38999938964844
2019-07-03,254.19000244140625,238.39999389648438,238.6300048828125,250.86000061035156,0.0,250.86000061035156
2019-07-05,255.57000732421875,240.5800018310547,255.10000610351562,244.27000427246094,0.0,244.27000427246094
2019-07-08,265.30999755859375,251.9600067138672,254.13999938964844,264.8599853515625,0.0,264.8599853515625
2019-07-09,274.3399963378906,264.6199951171875,264.92999267578125,266.5400085449219,0.0,266.5400085449219
2019-07-10,277.3399963378906,250.69000244140625,269.0299987792969,251.61000061035156,0.0,251.61000061035156
2019-07-11,258.2699890136719,235.41000366210938,250.85000610351562,236.0399932861328,0.0,236.0399932861328
2019-07-12,250.16000366210938,235.94000244140625,237.44000244140625,250.16000366210938,0.0,250.16000366210938
2019-07-15,226.1999969482422,207.5500030517578,222.6199951171875,224.3699951171875,0.0,224.3699951171875
2019-07-16,228.16000366210938,198.6999969482422,224.80999755859375,198.82000732421875,0.0,198.82000732421875
2019-07-17,208.67999267578125,190.77000427246094,200.47999572753906,203.91000366210938,0.0,203.91000366210938
2019-07-18,221.77000427246094,197.75999450683594,207.6999969482422,221.00999450683594,0.0,221.00999450683594
2019-07-19,223.4499969482422,213.11000061035156,221.1300048828125,219.30999755859375,0.0,219.30999755859375
2019-07-22,223.58999633789062,212.94000244140625,222.05999755859375,216.88999938964844,0.0,216.88999938964844
2019-07-23,217.47999572753906,208.2899932861328,217.32000732421875,213.17999267578125,0.0,213.17999267578125
2019-07-24,213.05999755859375,202.1999969482422,213.05999755859375,205.97999572753906,0.0,205.97999572753906
2019-07-25,214.4600067138672,205.9199981689453,206.0399932861328,209.22999572753906,0.0,209.22999572753906
2019-07-26,210.50999450683594,205.5800018310547,209.05999755859375,209.4600067138672,0.0,209.4600067138672
2019-07-29,204.80999755859375,195.8000030517578,201.4199981689453,201.9499969482422,0.0,201.9499969482422
2019-07-30,205.1699981689453,199.47000122070312,202.08999633789062,202.67999267578125,0.0,202.67999267578125
2019-07-31,211.8000030517578,202.57000732421875,202.58999633789062,210.85000610351562,0.0,210.85000610351562
2019-08-01,217.07000732421875,208.44000244140625,211.05999755859375,216.89999389648438,0.0,216.89999389648438
2019-08-02,220.5,215.74000549316406,216.35000610351562,215.80999755859375,0.0,215.80999755859375
2019-08-05,241.3800048828125,223.77999877929688,223.94000244140625,238.3000030517578,0.0,238.3000030517578
2019-08-06,246.88999938964844,234.6300048828125,238.60000610351562,234.80999755859375,0.0,234.80999755859375
2019-08-07,240.77999877929688,228.61000061035156,232.00999450683594,237.6999969482422,0.0,237.6999969482422
2019-08-08,239.6300048828125,231.52000427246094,238.00999450683594,232.77999877929688,0.0,232.77999877929688
2019-08-09,238.44000244140625,231.9199981689453,234.30999755859375,234.0500030517578,0.0,234.0500030517578
2019-08-12,231.10000610351562,226.99000549316406,230.3300018310547,228.6300048828125,0.0,228.6300048828125
2019-08-13,228.55999755859375,218.75999450683594,228.55999755859375,220.32000732421875,0.0,220.32000732421875
2019-08-14,220.77000427246094,203.82000732421875,219.5800018310547,204.92999267578125,0.0,204.92999267578125
2019-08-15,207.02999877929688,194.22000122070312,205.17999267578125,206.72000122070312,0.0,206.72000122070312
2019-08-16,209.05999755859375,197.8000030517578,207.05999755859375,207.1300048828125,0.0,207.1300048828125
2019-08-19,215.97999572753906,207.52000427246094,209.4600067138672,214.1300048828125,0.0,214.1300048828125
2019-08-20,218.60000610351562,211.91000366210938,214.24000549316406,213.42999267578125,0.0,213.42999267578125
2019-08-21,215.77000427246094,199.05999755859375,214.39999389648438,203.3300018310547,0.0,203.3300018310547
2019-08-22,206.0500030517578,197.25,203.30999755859375,204.89999389648438,0.0,204.89999389648438
2019-08-23,209.35000610351562,202.7100067138672,204.42999267578125,208.25999450683594,0.0,208.25999450683594
2019-08-26,210.35000610351562,201.02999877929688,201.32000732421875,205.55999755859375,0.0,205.55999755859375
2019-08-27,207.47999572753906,201.94000244140625,205.47999572753906,203.8000030517578,0.0,203.8000030517578
2019-08-28,204.80999755859375,193.49000549316406,203.5399932861328,193.57000732421875,0.0,193.57000732421875
2019-08-29,194.80999755859375,187.33999633789062,193.36000061035156,189.77000427246094,0.0,189.77000427246094
2019-08-30,191.52000427246094,187.22999572753906,189.77000427246094,191.16000366210938,0.0,191.16000366210938
2019-09-03,209.94000244140625,202.27000427246094,203.75999450683594,209.0800018310547,0.0,209.0800018310547
2019-09-04,209.27999877929688,204.02000427246094,209.1300048828125,207.17999267578125,0.0,207.17999267578125
2019-09-05,207.97000122070312,204.35000610351562,207.08999633789062,204.6999969482422,0.0,204.6999969482422
2019-09-06,211.0399932861328,200.02999877929688,204.8000030517578,201.3000030517578,0.0,201.3000030517578
2019-09-09,205.91000366210938,199.97999572753906,204.7899932861328,202.6300048828125,0.0,202.6300048828125
2019-09-10,205.1199951171875,198.1699981689453,202.77000427246094,199.22999572753906,0.0,199.22999572753906
2019-09-11,201.6699981689453,197.32000732421875,199.75999450683594,199.0399932861328,0.0,199.0399932861328
2019-09-12,203.35000610351562,198.4600067138672,199.30999755859375,202.99000549316406,0.0,202.99000549316406
2019-09-13,204.3300018310547,200.60000610351562,203.5,201.77000427246094,0.0,201.77000427246094
2019-09-16,205.67999267578125,201.86000061035156,204.25,204.02000427246094,0.0,204.02000427246094
2019-09-17,207.69000244140625,203.16000366210938,204.4199981689453,207.61000061035156,0.0,207.61000061035156
2019-09-18,209.57000732421875,58.34000015258789,207.74000549316406,208.55999755859375,0.0,208.55999755859375
2019-09-19,209.49000549316406,200.22999572753906,208.8699951171875,209.02999877929688,0.0,209.02999877929688
2019-09-20,209.69000244140625,205.82000732421875,209.57000732421875,206.2100067138672,0.0,206.2100067138672
2019-09-23,203.55999755859375,198.99000549316406,202.57000732421875,198.99000549316406,0.0,198.99000549316406
2019-09-24,197.64999389648438,166.4199981689453,197.3699951171875,170.27999877929688,0.0,170.27999877929688
2019-09-25,174.1699981689453,165.67999267578125,170.83999633789062,170.4199981689453,0.0,170.4199981689453
2019-09-26,172.8699951171875,158.02000427246094,171.02999877929688,162.80999755859375,0.0,162.80999755859375
2019-09-27,164.1699981689453,160.16000366210938,162.25999450683594,163.67999267578125,0.0,163.67999267578125
2019-09-30,168.67999267578125,158.55999755859375,162.75999450683594,167.0800018310547,0.0,167.0800018310547
2019-10-01,172.47999572753906,166.5500030517578,167.05999755859375,169.52000427246094,0.0,169.52000427246094
2019-10-02,169.3800048828125,166.27000427246094,169.3800048828125,167.42999267578125,0.0,167.42999267578125
2019-10-03,170.22999572753906,164.6699981689453,167.72000122070312,165.44000244140625,0.0,165.44000244140625
2019-10-04,167.55999755859375,165.19000244140625,165.66000366210938,166.75999450683594,0.0,166.75999450683594
2019-10-07,170.35000610351562,161.77000427246094,163.0800018310547,169.22999572753906,0.0,169.22999572753906
2019-10-08,171.27999877929688,168.11000061035156,169.3000030517578,168.22000122070312,0.0,168.22000122070312
2019-10-09,177.0800018310547,168.10000610351562,168.42999267578125,176.6199951171875,0.0,176.6199951171875
2019-10-10,176.82000732421875,173.35000610351562,176.55999755859375,175.8800048828125,0.0,175.8800048828125
2019-10-11,178.16000366210938,170.58999633789062,175.80999755859375,170.86000061035156,0.0,170.86000061035156
2019-10-14,172.97000122070312,169.86000061035156,169.86000061035156,172.67999267578125,0.0,172.67999267578125
2019-10-15,173.61000061035156,168.55999755859375,172.22000122070312,168.58999633789062,0.0,168.58999633789062
2019-10-16,169.5,164.1999969482422,168.47999572753906,165.0,0.0,165.0
2019-10-17,168.3300018310547,164.64999389648438,164.9199981689453,167.27999877929688,0.0,167.27999877929688
2019-10-18,168.3000030517578,162.9600067138672,167.35000610351562,164.72000122070312,0.0,164.72000122070312
2019-10-21,170.5800018310547,168.5800018310547,169.35000610351562,169.57000732421875,0.0,169.57000732421875
2019-10-22,170.69000244140625,167.9499969482422,169.72000122070312,168.2100067138672,0.0,168.2100067138672
2019-10-23,168.27999877929688,153.52999877929688,168.27999877929688,155.52000427246094,0.0,155.52000427246094
2019-10-24,156.52999877929688,153.9199981689453,155.02999877929688,156.1699981689453,0.0,156.1699981689453
2019-10-25,178.77999877929688,155.4199981689453,156.2100067138672,177.17999267578125,0.0,177.17999267578125
2019-10-28,197.32000732421875,187.88999938964844,193.36000061035156,191.8300018310547,0.0,191.8300018310547
2019-10-29,193.0399932861328,187.6699981689453,191.38999938964844,192.17999267578125,0.0,192.17999267578125
2019-10-30,192.8800048828125,185.1199951171875,192.61000061035156,187.52000427246094,0.0,187.52000427246094
2019-10-31,190.52000427246094,183.6199951171875,187.44000244140625,186.9199981689453,0.0,186.9199981689453
2019-11-01,188.1300048828125,185.8000030517578,186.94000244140625,188.02000427246094,0.0,188.02000427246094
2019-11-04,193.00999450683594,187.00999450683594,187.64999389648438,191.83999633789062,0.0,191.83999633789062
2019-11-05,192.72999572753906,189.05999755859375,191.61000061035156,192.10000610351562,0.0,192.10000610351562
2019-11-06,193.4600067138672,191.02999877929688,191.49000549316406,192.2899932861328,0.0,192.2899932861328
2019-11-07,192.86000061035156,188.39999389648438,192.0399932861328,189.8800048828125,0.0,189.8800048828125
2019-11-08,190.07000732421875,180.13999938964844,189.8699951171875,182.66000366210938,0.0,182.66000366210938
2019-11-11,187.52000427246094,179.92999267578125,186.94000244140625,181.50999450683594,0.0,181.50999450683594
2019-11-12,183.14999389648438,179.7100067138672,181.38999938964844,181.75999450683594,0.0,181.75999450683594
2019-11-13,183.03799438476562,181.2899932861328,181.4759979248047,182.2480010986328,0.0,182.2480010986328
2019-11-14,182.7740020751953,179.93299865722656,182.21400451660156,180.3070068359375,0.0,180.3070068359375
2019-11-15,180.7969970703125,175.26699829101562,180.3730010986328,175.4080047607422,0.0,175.4080047607422
2019-11-18,179.86099243164062,170.73899841308594,179.77499389648438,172.00599670410156,0.0,172.00599670410156
2019-11-19,173.76199340820312,166.82899475097656,171.60299682617188,169.39300537109375,0.0,169.39300537109375
2019-11-20,170.13299560546875,165.82200622558594,169.36199951171875,166.15699768066406,0.0,166.15699768066406
2019-11-21,166.9029998779297,156.04600524902344,166.06300354003906,156.80499267578125,0.0,156.80499267578125
2019-11-22,158.45199584960938,142.10800170898438,157.11300659179688,150.88999938964844,0.0,150.88999938964844
2019-11-25,148.47000122070312,135.302001953125,145.89999389648438,148.0989990234375,0.0,148.0989990234375
2019-11-26,149.5019989013672,145.2740020751953,147.32899475097656,147.5850067138672,0.0,147.5850067138672
2019-11-27,15.467000007629395,15.36299991607666,15.456000328063965,15.380999565124512,0.0,15.380999565124512
2019-11-29,15.829000473022461,15.204000473022461,15.505999565124512,15.71399974822998,0.0,15.71399974822998
2019-12-02,14.97700023651123,14.9350004196167,14.949000358581543,14.9350004196167,0.0,14.9350004196167
2019-12-03,14.932000160217285,14.928000450134277,14.932000160217285,14.928000450134277,0.0,14.928000450134277
2019-12-04,14.781000137329102,14.73900032043457,14.770999908447266,14.76099967956543,0.0,14.76099967956543
2019-12-05,15.157999992370605,15.032999992370605,15.12399959564209,15.156000137329102,0.0,15.156000137329102
2019-12-06,15.263999938964844,14.994999885559082,15.12399959564209,15.239999771118164,0.0,15.239999771118164
2019-12-09,15.017000198364258,14.972000122070312,14.982000350952148,15.017000198364258,0.0,15.017000198364258
2019-12-10,14.812999725341797,14.772000312805176,14.789999961853027,14.79800033569336,0.0,14.79800033569336
2019-12-11,14.670999526977539,14.645000457763672,14.659000396728516,14.656000137329102,0.0,14.656000137329102
2019-12-12,14.72599983215332,14.696000099182129,14.711999893188477,14.722999572753906,0.0,14.722999572753906
2019-12-13,14.812000274658203,14.663999557495117,14.711999893188477,14.76099967956543,0.0,14.76099967956543
2019-12-16,13.982000350952148,13.958000183105469,13.96399974822998,13.982000350952148,0.0,13.982000350952148
2019-12-17,13.218999862670898,13.109999656677246,13.21500015258789,13.126999855041504,0.0,13.126999855041504
2019-12-18,14.494000434875488,14.218999862670898,14.218999862670898,14.38599967956543,0.0,14.38599967956543
2019-12-19,14.258000373840332,14.206000328063965,14.21500015258789,14.23900032043457,0.0,14.23900032043457
2019-12-20,14.359999656677246,14.076000213623047,14.21500015258789,14.314000129699707,0.0,14.314000129699707
2019-12-23,14.479000091552734,14.413999557495117,14.437000274658203,14.45300006866455,0.0,14.45300006866455
2019-12-24,14.404999732971191,14.392999649047852,14.395000457763672,14.404000282287598,0.0,14.404000282287598
2019-12-26,14.263999938964844,14.208000183105469,14.22599983215332,14.263999938964844,0.0,14.263999938964844
2019-12-27,14.508999824523926,14.168000221252441,14.22599983215332,14.373000144958496,0.0,14.373000144958496
2019-12-30,14.53600025177002,14.506999969482422,14.508000373840332,14.506999969482422,0.0,14.506999969482422
2019-12-31,14.272000312805176,14.23799991607666,14.23799991607666,14.260000228881836,0.0,14.260000228881836
2020-01-02,13.878000259399414,13.772000312805176,13.87399959564209,13.862000465393066,0.0,13.862000465393066
2020-01-03,14.694999694824219,13.730999946594238,13.87399959564209,14.555999755859375,0.0,14.555999755859375
2020-01-06,15.5600004196167,15.371999740600586,15.371999740600586,15.529999732971191,0.0,15.529999732971191
2020-01-07,15.883999824523926,15.859000205993652,15.859000205993652,15.883999824523926,0.0,15.883999824523926
2020-01-08,15.95199966430664,15.8149995803833,15.815999984741211,15.940999984741211,0.0,15.940999984741211
2020-01-09,15.600000381469727,15.531000137329102,15.531999588012695,15.565999984741211,0.0,15.565999984741211
2020-01-10,16.121999740600586,15.277999877929688,15.531999588012695,16.118999481201172,0.0,16.118999481201172
2020-01-13,16.288999557495117,16.257999420166016,16.27199935913086,16.288999557495117,0.0,16.288999557495117
2020-01-14,18.233999252319336,17.972999572753906,18.010000228881836,18.22100067138672,0.0,18.22100067138672
2020-01-15,18.249000549316406,18.138999938964844,18.176000595092773,18.138999938964844,0.0,18.138999938964844
2020-01-16,17.97599983215332,17.895999908447266,17.895999908447266,17.9689998626709,0.0,17.9689998626709
2020-01-17,18.555999755859375,17.820999145507812,17.895999908447266,18.44700050354004,0.0,18.44700050354004
2020-01-21,18.113000869750977,17.68199920654297,18.03700065612793,18.034000396728516,0.0,18.034000396728516
2020-01-22,17.96299934387207,17.92799949645996,17.957000732421875,17.95599937438965,0.0,17.95599937438965
2020-01-23,17.35700035095215,17.231000900268555,17.35700035095215,17.25,0.0,17.25
2020-01-24,17.506000518798828,16.895000457763672,17.35700035095215,17.347000122070312,0.0,17.347000122070312
2020-01-27,18.400999069213867,18.32900047302246,18.385000228881836,18.395999908447266,0.0,18.395999908447266
2020-01-28,19.014999389648438,18.687999725341797,18.687999725341797,19.014999389648438,0.0,19.014999389648438
2020-01-29,19.22100067138672,19.15399932861328,19.211999893188477,19.19499969482422,0.0,19.19499969482422
2020-01-30,19.72100067138672,18.906999588012695,19.211999893188477,19.698999404907227,0.0,19.698999404907227
2020-01-31,19.7549991607666,18.974000930786133,19.683000564575195,19.322999954223633,0.0,19.322999954223633
2020-02-03,19.43199920654297,19.350000381469727,19.43000030517578,19.36400032043457,0.0,19.36400032043457
2020-02-04,19.257999420166016,19.257999420166016,19.257999420166016,19.257999420166016,0.0,19.257999420166016
